Date,"U.S. Ending Stocks of Finished Motor Gasoline, Weekly","U.S. Exports of Finished Motor Gasoline, Weekly","U.S. Imports of Finished Motor Gasoline, Weekly","U.S. Refiner and Blender Net Production of Finished Motor Gasoline, Weekly",Stock Change,Demand
2021-07-09,20783.0,5229.0,1449.0,68670.0,243.0,64647.0
2021-07-16,18446.0,6062.0,4879.0,68369.0,-2337.0,69523.0
2021-07-23,18055.0,5026.0,1456.0,70294.0,-391.0,67115.0
2021-07-30,17742.0,4375.0,1435.0,69202.0,-313.0,66575.0
2021-08-06,18355.0,5222.0,2114.0,68474.0,613.0,64753.0
2021-08-13,19349.0,4557.0,882.0,69979.0,994.0,65310.0
2021-08-20,18197.0,6377.0,490.0,69790.0,-1152.0,65055.0
2021-08-27,19408.0,3262.0,2324.0,69419.0,1211.0,67270.0
2021-09-03,18729.0,5138.0,861.0,67067.0,-679.0,63469.0
2021-09-10,17435.0,4438.0,497.0,66955.0,-1294.0,64308.0
2021-09-17,20304.0,4347.0,1995.0,67291.0,2869.0,62070.0
